image_path,sharpness
synthetic_images/blurred/wafer_605_blur5.png,97.56515502929688
synthetic_images/blurred/wafer_673_blur7.png,41.906646728515625
synthetic_images/blurred/wafer_563_blur7.png,50.267059326171875
synthetic_images/blurred/wafer_797_blur7.png,46.1910400390625
synthetic_images/blurred/wafer_445_blur7.png,44.408782958984375
synthetic_images/blurred/wafer_146_blur9.png,27.452257407596335
synthetic_images/blurred/wafer_443_blur1.png,2190.158172607422
synthetic_images/blurred/wafer_446_blur1.png,2483.9541931152344
synthetic_images/blurred/wafer_517_blur7.png,44.979339599609375
synthetic_images/blurred/wafer_906_blur3.png,312.7808837890625
synthetic_images/blurred/wafer_604_blur7.png,62.2501220703125
synthetic_images/blurred/wafer_891_blur7.png,41.878662109375
synthetic_images/blurred/wafer_132_blur3.png,261.22869873046875
synthetic_images/blurred/wafer_714_blur5.png,122.41830444335938
synthetic_images/blurred/wafer_916_blur1.png,2104.2486877441406
synthetic_images/blurred/wafer_44_blur3.png,340.280029296875
synthetic_images/blurred/wafer_634_blur1.png,2284.9895935058594
synthetic_images/blurred/wafer_722_blur7.png,55.197998046875
synthetic_images/blurred/wafer_924_blur1.png,1818.3087768554688
synthetic_images/blurred/wafer_9_blur7.png,34.109100341796875
synthetic_images/blurred/wafer_791_blur3.png,260.55548095703125
synthetic_images/blurred/wafer_66_blur9.png,33.530579089187086
synthetic_images/blurred/wafer_313_blur9.png,32.25994873046875
synthetic_images/blurred/wafer_290_blur5.png,98.30117797851562
synthetic_images/blurred/wafer_477_blur3.png,304.03717041015625
synthetic_images/blurred/wafer_75_blur7.png,53.39428042410873
synthetic_images/blurred/wafer_861_blur9.png,28.242095947265625
synthetic_images/blurred/wafer_717_blur7.png,40.8623046875
synthetic_images/blurred/wafer_569_blur1.png,2391.5296020507812
synthetic_images/blurred/wafer_637_blur7.png,43.79840087890625
synthetic_images/blurred/wafer_747_blur3.png,283.9197082519531
synthetic_images/blurred/wafer_86_blur9.png,38.72588927275501
synthetic_images/blurred/wafer_804_blur1.png,2535.7301025390625
synthetic_images/blurred/wafer_432_blur7.png,47.01416015625
synthetic_images/blurred/wafer_838_blur9.png,32.668701171875
synthetic_images/blurred/wafer_256_blur5.png,88.42840576171875
synthetic_images/blurred/wafer_933_blur1.png,2479.9815673828125
synthetic_images/blurred/wafer_440_blur1.png,2445.6852111816406
synthetic_images/blurred/wafer_335_blur9.png,24.142364501953125
synthetic_images/blurred/wafer_440_blur5.png,124.89248657226562
synthetic_images/blurred/wafer_700_blur7.png,41.60345458984375
synthetic_images/blurred/wafer_345_blur3.png,314.0154113769531
synthetic_images/blurred/wafer_219_blur9.png,35.01800537109375
synthetic_images/blurred/wafer_736_blur7.png,38.74615478515625
synthetic_images/blurred/wafer_402_blur1.png,2311.3096923828125
synthetic_images/blurred/wafer_500_blur3.png,272.8675231933594
synthetic_images/blurred/wafer_69_blur7.png,69.43671828135848
synthetic_images/blurred/wafer_941_blur9.png,29.644378662109375
synthetic_images/blurred/wafer_126_blur7.png,50.466468449682
synthetic_images/blurred/wafer_786_blur1.png,2494.263641357422
synthetic_images/blurred/wafer_832_blur9.png,30.224365234375
synthetic_images/blurred/wafer_982_blur7.png,53.968902587890625
synthetic_images/blurred/wafer_662_blur9.png,29.595001220703125
synthetic_images/blurred/wafer_655_blur1.png,2099.2955017089844
synthetic_images/blurred/wafer_962_blur1.png,2170.097381591797
synthetic_images/blurred/wafer_258_blur7.png,42.328765869140625
synthetic_images/blurred/wafer_403_blur1.png,2205.157257080078
synthetic_images/blurred/wafer_655_blur3.png,245.47811889648438
synthetic_images/blurred/wafer_777_blur5.png,110.07553100585938
synthetic_images/blurred/wafer_93_blur9.png,33.09478449448943
synthetic_images/blurred/wafer_131_blur5.png,133.50204467773438
synthetic_images/blurred/wafer_173_blur7.png,44.663116455078125
